Source,Destination,Anchor
https://www.hhs.gov/aging/index.html,https://www.medicaid.gov/medicaid/eligibility/medicaid-enrollees/index.html,Medicaid coverage
https://www.hhs.gov/programs/topic-sites/autism/index.html,https://www.cdc.gov/ncbddd/autism/topics.html,Frequently Asked Questions about ASD
https://www.hhs.gov/programs/topic-sites/autism/index.html,https://www.cdc.gov/ncbddd/actearly/parents/index.html,Milestone Tracker App and milestone checklists
https://www.hhs.gov/digital/style-guide/index.html,https://www.cdc.gov/healthcommunication/toolstemplates/entertainmented/index.html,CDCÕs Gateway to Health Communication Ð Resources for Writers
https://www.hhs.gov/digital/governance/index.html,https://www.hhs.gov/digital/governance/it-policy-archive/index.html,HHS IT Policy Archive
https://www.hhs.gov/ohrp/education-and-outreach/archived-materials/guidance-response-covid-19/index.html,https://videocast.nih.gov/summary.asp,WATCH the recorded videocast on OHRPÕs COVID-19 Guidance
https://www.hhs.gov/ohrp/education-and-outreach/human-research-protection-program-fundamentals/resources-for-irb-members/index.html,https://videocast.nih.gov/summary.asp,Conducting Internet Research: Challenges and Strategies for IRBs
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2016-october-25-26/index.html,https://videocast.nih.gov/summary.asp,"October 26, 2016"
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2019-july-30-31-2019/index.html,https://videocast.nih.gov/summary.asp,"July 30, 2019"
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2019-july-30-31-2019/index.html,https://videocast.nih.gov/summary.asp,"July 31, 2019"
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2019-october-16-2019/index.html,https://videocast.nih.gov/summary.asp,"October 16, 2019 - Day 1"
https://www.hhs.gov/surgeongeneral/reports-and-publications/physical-activity-nutrition/walking-executive-summary/index.html,https://www.thecommunityguide.org/pa/environmental-policy/index.html,https://www.thecommunityguide.org/pa/environmental-policy/index.html
https://www.hhs.gov/surgeongeneral/reports-and-publications/addiction-and-substance-misuse/advisory-on-naloxone/index.html,https://www.cdc.gov/drugoverdose/prescribing/guideline.html,https://www.cdc.gov/drugoverdose/prescribing/guideline.html.
https://www.hhs.gov/surgeongeneral/reports-and-publications/addiction-and-substance-misuse/opioid-overdose-prevention-resources/index.html,https://www.cdc.gov/drugoverdose/prescribing/guideline.html,CDC Guideline for Prescribing Opioids for Chronic Pain
https://www.hhs.gov/surgeongeneral/reports-and-publications/addiction-and-substance-misuse/advisory-on-marijuana-use-and-developing-brain/index.html,https://www.cdc.gov/marijuana/factsheets/pregnancy.htm,facts
https://www.hhs.gov/surgeongeneral/reports-and-publications/addiction-and-substance-misuse/advisory-on-naloxone/index.html,https://www.cdc.gov/drugoverdose/pdf/patients/Preventing-an-Opioid-Overdose-Tip-Card-a.pdf,https://www.cdc.gov/drugoverdose/pdf/patients/Preventing-an-Opioid-Overdose-Tip-Carda.pdf.
https://www.hhs.gov/surgeongeneral/reports-and-publications/addiction-and-substance-misuse/opioid-overdose-prevention-resources/index.html,https://www.cdc.gov/drugoverdose/prescribing/app.html,Opioid Guideline Mobile App
https://www.hhs.gov/surgeongeneral/reports-and-publications/addiction-and-substance-misuse/opioid-overdose-prevention-resources/index.html,http://dontdie.org/,http://dontdie.org/
https://www.hhs.gov/surgeongeneral/reports-and-publications/addiction-and-substance-misuse/opioid-overdose-prevention-resources/index.html,https://www.samhsa.gov/medication-assisted-treatment/treatment/naloxone,Naloxone Injection
https://www.hhs.gov/surgeongeneral/reports-and-publications/youth-vaping/index.html,https://doi.org/1016/j.drugalcdep.2019.04.011,https://doi.org/1016/j.drugalcdep.2019.04.011
https://www.hhs.gov/surgeongeneral/reports-and-publications/youth-vaping/index.html,https://doi.org/10.1080/10826084.2024.2281234,https://doi.org/10.1080/10826084.2024.2281234
https://www.hhs.gov/surgeongeneral/reports-and-publications/youth-vaping/index.html,https://doi.org/10.1016/j/jadohealth.2021.07.017,https://doi.org/10.1016/j/jadohealth.2021.07.017
https://www.hhs.gov/surgeongeneral/reports-and-publications/youth-vaping/index.html,https://www.cdc.gov/tobacco/basic_information/e-cigarettes/youth/index.htm,https://www.cdc.gov/tobacco/basic_information/e-cigarettes/youth/index.htm
https://www.hhs.gov/surgeongeneral/reports-and-publications/youth-vaping/index.html,https://doi.org/10.1289/EHP12345,https://doi.org/10.1289/EHP12345
https://www.hhs.gov/surgeongeneral/reports-and-publications/youth-vaping/index.html,https://doi.org/10.1289/EHP12345,https://doi.org/10.1289/EHP12345
https://www.hhs.gov/surgeongeneral/reports-and-publications/youth-vaping/index.html,https://doi.org/10.18332/tpc/171234,https://doi.org/10.18332/tpc/171234
https://www.hhs.gov/surgeongeneral/reports-and-publications/youth-vaping/index.html,https://doi.org/10.1001/jama.2019.18387&nbsp,https://doi.org/10.1001/jama.2019.18387&nbsp
https://www.hhs.gov/surgeongeneral/reports-and-publications/youth-vaping/index.html,https://doi.org/10.1136/tc-2023-058765,https://doi.org/10.1136/tc-2023-058765
https://www.hhs.gov/surgeongeneral/reports-and-publications/youth-vaping/index.html,https://doi.org/10.1016/j.pmedr.2024.102345,https://doi.org/10.1016/j.pmedr.2024.102345
https://www.hhs.gov/surgeongeneral/reports-and-publications/youth-vaping/index.html,https://doi.org/10.1016/j.pmedr.2024.102308,https://doi.org/10.1016/j.pmedr.2024.102308
https://www.hhs.gov/surgeongeneral/reports-and-publications/youth-vaping/index.html,https://digitalmedia.hhs.gov/tobacco/print_materials/CTP-252,Vaping Misperceptions
https://www.hhs.gov/surgeongeneral/reports-and-publications/youth-vaping/index.html,https://nida.nih.gov/news-events/news-releases/2024/12/reported-use-of-most-among-adolescents-remained-low-in-2024,https://nida.nih.gov/news-events/news-releases/2024/12/reported-use-of-most-among-adolescents-remained-low-in-2024
https://www.hhs.gov/surgeongeneral/reports-and-publications/skin-cancer/executive-summary/index.html,https://www.who.int/uv/publications/en/sunprotschools.pdf,https://www.who.int/uv/publications/en/sunprotschools.pdf.
https://www.hhs.gov/surgeongeneral/reports-and-publications/skin-cancer/executive-summary/index.html,https://www.epa.gov/sunwise/doc/uvradiation.html,https://www.epa.gov/sunwise/doc/uvradiation.html.
https://www.hhs.gov/surgeongeneral/reports-and-publications/skin-cancer/executive-summary/index.html,https://www.thecommunityguide.org/cancer/skin/education-policy/outdooroccupations.html,https://www.thecommunityguide.org/cancer/skin/education-policy/outdooroccupations.html.
https://www.hhs.gov/surgeongeneral/reports-and-publications/physical-activity-nutrition/walking-executive-summary/index.html,https://www.cdc.gov/nchs/nhis/about_nhis.htm,https://www.cdc.gov/nchs/nhis/about_nhis.htm
https://www.hhs.gov/surgeongeneral/reports-and-publications/physical-activity-nutrition/walking-executive-summary/index.html,https://www.cdc.gov/arthritis/communications/features/physical-activity-recommendations.html,https://www.cdc.gov/arthritis/communications/features/physical-activity-recommendations.html
https://www.hhs.gov/surgeongeneral/reports-and-publications/physical-activity-nutrition/walking-executive-summary/index.html,https://www.ncppa.org/ceo-pledge?-0,https://www.ncppa.org/ceo-pledge%E2%84%A0-0
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/africa/index.html,https://nmrc.gov.na/downloads/-/document_library/fWrwrqO3yOpJ/view_file/81842,Namibia Medicines Regulatory Council Guideline for Section 27 Applications
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/africa/index.html,https://www.uncst.go.ug/manage/files/downloads/National_Biobanking_Gudelines(2).pdf,National Research Biobanking Guidelines (2021)
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/africa/index.html,http://www.kznhealth.gov.za/research/ethics2.pdf,"Guidelines on Ethics for Medical Research, Reproductive Biology and Genetic Research (2002)"
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/africa/index.html,http://www.kznhealth.gov.za/research/ethics2.pdf,Guidelines on Ethics in Reproductive Biology and Genetic Research (2002)
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/africa/index.html,https://www.uncst.go.ug/manage/files/downloads/National%20Guidelines(1).pdf,National Guidelines for the Conduct of Research During the COVID-19 Pandemic (2020)
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/africa/index.html,https://nigeriahealthwatch.com/wp-content/uploads/bsk-pdf-manager/2018/07/01_-Official-Gazette-of-the-National-Health-Act-FGN.pdf,National Health Act (2014)
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/africa/index.html,https://nmrc.gov.na/downloads/-/document_library/fWrwrqO3yOpJ/view_file/410136,"NMRC, National Guidelines for Medicine Safety Surveillance (2011)"
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/africa/index.html,https://iuea.ac.ug/sitepad-data/uploads/2021/03/Human-Subjects-Protection-Guidelines-July-2014.pdf,National Guidelines for Research Involving Humans as Research Participants (2014)
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/middle-east-north-africa/index.html,https://researchcompliance.kaust.edu.sa/IBEC/guidelines/Implementing%20Regulations%20of%20the%20Law%20of%20Ethics%20of%20Research%20on%20Living%20Creatures_%20Version%203_2022.pdf,"Implementing Regulations Ñ Law of Ethics of Research on Living Creatures (Version 3, 2022)"
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://www.hra.nhs.uk/participant-information-quality-standards/,"NHS, Participant Information Quality Standards (2023)"
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://www.finlex.fi/en/laki/kaannokset/2018/en20181050.pdf,Data Protection Act 1050/2018
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://www.finlex.fi/en/laki/kaannokset/1889/en18890039.pdf,Criminal Code of Finland
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://www.finlex.fi/en/laki/kaannokset/1889/en18890039.pdf,"Criminal Code Ñ Chapter 22, Section 4 (Cloning forbidden)"
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://www.genomicsengland.co.uk/,Genomics England
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://lovdata.no/dokument/NL/lov/1978-06-09,Act of Cultural Heritage (1978)
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://laegemiddelstyrelsen.dk/en/licensing/clinical-trials/trials-in-humans/guideline-for-applications-for-authorisation-of-clinical-trials-of-medicinal-products-in-humans/,Guidelines Ñ Authorisation of Clinical Trials in Humans
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,http://acto-russia.org/index.php,"GOST, Good Clinical Practice. GOST-R 52379-2005 (September 27, 2005)"
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,http://biobanksverige.se/,Biobank Sweden
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://www.swissmedic.ch/clinical-trials-on-medicinal-products/applicable-laws-and-guidelines.html,"Clinical trials on medicinal products, Various Applicable laws and guidelines (Swiss Legislation and International Guidelines)"
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://www.vr.se/humanities-and-social-sciences,"Research Review 2023, Humanities and social sciences"
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://vlada.mk/node/17970,Ministry of Health of Republic of Macedonia
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://vlada.mk/node/17970,Ministry of Health of Republic of Macedonia
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://www.anm.ro/medicamente-de-uz-uman/studii-clinice/legislatie/,"Clinical Trials, Legislation, Various"
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://ico.org.uk/for-organisations/data-protection-and-the-eu/data-protection-and-the-eu-in-detail/the-uk-gdpr/,"ICO, The UK GDPR"
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://www.finlex.fi/en/laki/kaannokset/1995/19950377,Gene Technology Act (377/1995; last amended 39/2023)
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://english.ccmo.nl/investigators/publications/publications/2005/11/25/ccmo-memorandum-definition-of-medical-research,"CCMO Memorandum, Definition of Medical Research"
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://ico.org.uk/for-organisations/guide-to-the-general-data-protection-regulation-gdpr/international-transfers/,"ICO, International Transfers (2018)"
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://www.finlex.fi/en/laki/kaannokset/2018/20181050,Data Protection Act 1050/2018
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://www.ivo.se/om-ivo/other-languages/english/,Health and Social Care Inspectorate (IVO)
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://bkwp.pl/,Central Register of Clinical Trials
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://www.mh.government.bg/lawadditionalprotocolbiomedicalresearch,Law Ratifying the Additional Protocol on Biomedical Research (2006)
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://www.riksdagen.se/biobanksno.297,Biobanks in Medical Care Act (2002:297)
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://mccaa.org.mt/Section/index,MCCAA Ñ Technical Regulations Division
https://www.hhs.gov/ohrp/international/compilation-human-research-standards/europe/index.html,https://www.finlex.fi/fi/laki/smur/1987/19870395,Medicines Act 395/1987
